Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
Gold,Ctayt,AC Golden Brewing Co.,Golden,Jefferson,CO,Wood- and Barrel-Aged Strong Stout,2015,128
Silver,Sasquatch 2014,903 Brewers,Sherman,Sangamon,TX,Aged Beer,2015,38
Silver,Summer Saison,Blackberry Farm Brewery,Walland,Blount,TN,American-Belgo-Style Ale,2015,71
Silver,Karbachtoberfest,Karbach Brewing Co.,Houston,Matanuska-Susitna,TX,American-Style Amber Lager,2015,48
Silver,Proletariat Red,Lompoc Brewing - The 5th Quadrant,Portland,Ashley,OR,American-Style Amber/Red Ale,2015,94
Silver,Singularity,Karl Strauss Brewing Co. - Costa Mesa,Costa Mesa,Orange,CA,American-Style Black Ale,2015,54
Silver,Rapture Fusion Brown Ale,Rabbit Hole Brewing,Justin,Denton,TX,American-Style Brown Ale,2015,85
Silver,Olympia,Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American-Style Cream Ale,2015,56
Silver,Lighter Than I Look,Figueroa Mountain Brewing - Arroyo Grande,Arroyo Grande,San Luis Obispo,CA,American-Style Dark Lager,2015,21
Silver,Rasplendent,Mazama Brewing Co.,Corvallis,Ravalli,OR,American-Style Fruit Beer,2015,87
Silver,Pernicious IPA,Wicked Weed Brewing - Candler,Candler,Marion,NC,American-Style India Pale Ale,2015,336
Silver,Summer Siesta Mexican Lager,Lone Tree Brewing Co.,Lone Tree,Douglas,CO,American-Style Lager or Light Lager,2015,55
Silver,Mexican Logger,SKA Brewing,Durango,La Plata,CO,American-Style or International-Style Pilsener,2015,51
Silver,Hoppy Palm,Track 7 Brewing Co. - Natomas,Sacramento,Sacramento,CA,American-Style Pale Ale,2015,160
Silver,Ensorcelled,The Rare Barrel,Berkeley,Alameda,CA,American-Style Sour Ale,2015,86
Silver,Black Cliffs,Boise Brewing,Boise,Ada,ID,American-Style Stout,2015,39
Silver,Via Chicago,CODA Brewing Co.,Aurora,Adams,CO,American-Style Strong Pale Ale,2015,134
Silver,Whacked Out Wheat,Telluride Brewing Co.,Telluride,San Miguel,CO,American-Style Wheat Beer,2015,58
Silver,WeldWerks Hefeweizen,WeldWerks Brewing Co.,Greeley,Weld,CO,American-Style Wheat Beer With Yeast,2015,41
Silver,Double Porter,Bemidji Brewing Co.,Bemidji,Beltrami,MN,Baltic-Style Porter,2015,35
Silver,Statik,Brewery Rickoli,Wheat Ridge,Jefferson,CO,Barley Wine-Style Ale,2015,56
Silver,Grisette,Sly Fox Brewing Co.,Pottstown,Montgomery,PA,Belgian- and French-Style Ale,2015,47
Silver,Bleek Worden,Prison City Brewing,Auburn,Lee,NY,Belgian-Style Blonde Ale or Pale Ale,2015,47
Silver,Dubbel Entendre,River's Edge Brewing Co.,Milford,Lassen,MI,Belgian-Style Dubbel or Quadruple,2015,60
Silver,Kumquat Saison,Smog City Brewing,Torrance,Los Angeles,CA,Belgian-Style Fruit Beer,2015,63
Silver,Feral One,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Belgian-Style Lambic or Sour Ale,2015,78
Silver,The Cannibal,Iron Hill Brewery & Restaurant - Chestnut Hill,Philadelphia,Neshoba,PA,Belgian-Style Strong Specialty Ale,2015,65
Silver,Allagash Tripel,Allagash Brewing Co.,Portland,Ashley,ME,Belgian-Style Tripel,2015,52
Silver,White Rascal,Avery Brewing Co.,Boulder,Boulder,CO,Belgian-Style Witbier,2015,82
Silver,Rock Out with Maibock Out,Hailstorm Brewing Co.,Tinley Park,Cook,IL,Bock,2015,38
Silver,Bohemian Pilsner,von Trapp Brewing,Stowe,Montgomery,VT,Bohemian-Style Pilsener,2015,62
Silver,Red Swingline IPA Primitif,Trinity Brewing,Colorado Springs,El Paso,CO,Brett Beer,2015,85
Silver,Peter Brown Tribute Ale,Bear Republic Brewing Co. - Factory 5,Cloverdale,Lauderdale,CA,Brown Porter,2015,57
Silver,Heir Apparent,Lickinghole Creek Craft Brewery,Goochland,Goochland,VA,Chili Beer,2015,79
Silver,El Toro Coco Chocolate Stout,El Toro Brewing Co.,Morgan Hill,Santa Clara,CA,Chocolate Beer,2015,65
Silver,India Pale Ale,Arcadia Brewing Co.,Kalamazoo,Kalamazoo,MI,Classic English-Style Pale Ale,2015,46
Silver,Dragoon's Dry Irish Stout,Moylan's Brewery & Restaurant,Novato,Marin,CA,Classic Irish-Style Dry Stout,2015,36
Silver,Mocha Machine,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,Coffee Beer,2015,149
Silver,Longboard Island Lager,Craft Brew Alliance - Kona Brewery,Kailua Kona,#N/A,HI,Dortmunder or German-Style Oktoberfest,2015,48
Silver,Toaster Pastry,21st Amendment Brewery,San Leandro,Alameda,CA,Double Red Ale,2015,71
Silver,No Name,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,English-Style Brown Ale,2015,72
Silver,Monumental IPA,Port City Brewing Co.,Alexandria,Calhoun,VA,English-Style India Pale Ale,2015,42
Silver,Summer Porter,Fort Point Beer Co.,San Francisco,San Francisco,CA,English-Style Mild Ale,2015,40
Silver,Cream Ale,Newburgh Brewing Co.,Newburgh,Warrick,NY,English-Style Summer Ale,2015,38
Silver,Fearless Youth,Grimm Brothers Brewhouse,Loveland,Larimer,CO,European-Style Dark/Münchner Dunkel,2015,34
Silver,Melt My Brain,Short's Brewing Co.,Elk Rapids,Antrim,MI,Experimental Beer,2015,85
Silver,Black Rock Stout,Crossroads Brewing Co.,Athens,Limestone,NY,Export Stout,2015,39
Silver,14° ESB,Bent Paddle Brewing Co.,Duluth,Gwinnett,MN,Extra Special Bitter,2015,67
Silver,Window Seat Coconut Almond Porter,Baxter Brewing Co.,Auburn,Lee,ME,Field Beer,2015,52
Silver,Daily Wages,Brasserie Saint James,Reno,Grady,NV,French- and Belgian-Style Saison,2015,132
Silver,Fresh Hop Superpower IPA,Comrade Brewing Co.,Denver,Denver,CO,Fresh or Wet Hop Ale,2015,34
Silver,"You're My Boy, Blue!",Brew Bus Brewing,Tampa,Hillsborough,FL,Fruit Wheat Beer,2015,69
Silver,Generation Alt,Flix Brewhouse - Indy,Carmel,Hamilton,IN,German-Style Altbier,2015,49
Silver,Procrastinator Doppelbock,Fitger's Brewhouse,Duluth,Gwinnett,MN,German-Style Doppelbock or Eisbock,2015,25
Silver,Colorado Kölsch,Steamworks Brewing Co.,Durango,La Plata,CO,German-Style Kölsch,2015,111
Silver,Antonius 1742 Oktoberfest,Thr3e Wise Men Brewing Co.,Indianapolis,Marion,IN,German-Style Märzen,2015,65
Silver,Pilsner,pFriem Family Brewers,Hood River,Hood River,OR,German-Style Pilsener,2015,100
Silver,Black Knight,Fat Head's Brewery - N. Olmstead,North Olmsted,Cuyahoga,OH,German-Style Schwarzbier,2015,37
Silver,Volkssekt,Bend Brewing Co.,Bend,Tehama,OR,German-Style Sour Ale,2015,111
Silver,Weizenbock,Kansas City Bier Co.,Kansas City,Wyandotte,MO,German-Style Wheat Ale,2015,38
Silver,IPA No. 5,Ground Breaker Brewing,Portland,Ashley,OR,Gluten-Free Beer,2015,24
Silver,Boxcar Blonde Ale,Heroes Restaurant and Brewery,Riverside,St. Clair,CA,Golden or Blonde Ale,2015,107
Silver,Allergeez,Panther Island Brewing Co.,Fort Worth,Tarrant,TX,Herb and Spice Beer,2015,142
Silver,Dortmunder Adambier,Blue Pants Brewery,Madison,Madison,AL,Historical Beer,2015,40
Silver,Honey Chamomile Wheat,Nexus Brewery,Albuquerque,Bernalillo,NM,Honey Beer,2015,52
Silver,Eazy Duz It IIPA,Laurelwood Public House and Brewery,Portland,Ashley,OR,Imperial India Pale Ale,2015,208
Silver,Wreak Havoc,Bootstrap Brewing Co.,Niwot,Boulder,CO,Imperial Red Ale,2015,35
Silver,Russian Imperial Stout,Iron Hill Brewery & Restaurant - Lancaster,Lancaster,Los Angeles,PA,Imperial Stout,2015,80
Silver,Rain Delay IPA,JAFB Wooster Brewery,Wooster,Faulkner,OH,International-Style Pale Ale,2015,75
Silver,Johnny Blood Red,Titletown Brewing Co.,Green Bay,Brown,WI,Irish-Style Red Ale,2015,70
Silver,TAPS Kellerbier,TAPS Fish House & Brewery - Brea,Brea,Orange,CA,Kellerbier or Zwickelbier,2015,45
Silver,Long Goodbye,Ahnapee Brewery,Algoma,Bonner,WI,Munich-Style Helles,2015,55
Silver,Scripps Pier Stout,South Park Brewing - CA,San Diego,San Diego,CA,Oatmeal Stout,2015,73
Silver,Innsmouth Olde Ale,Narragansett Brewing Co.,Providence,Marengo,RI,Old Ale or Strong Ale,2015,39
Silver,Spitfire Best Bitter,Flyers Restaurant and Brewery,Oak Harbor,Ottawa,WA,Ordinary or Special Bitter,2015,43
Silver,Summer Rye Ale,Mayflower Brewing Co.,Plymouth,Amador,MA,Other Belgian-Style Ale,2015,45
Silver,Humboldt Brownie,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Other Strong Beer,2015,43
Silver,Pumpkin Grinder,Mankato Brewery,Mankato,Jewell,MN,Pumpkin Beer,2015,56
Silver,Porter,Port City Brewing Co.,Alexandria,Calhoun,VA,Robust Porter,2015,102
Silver,Concrete Dinosaur,Right Brain Brewery,Traverse City,Grand Traverse,MI,Rye Beer,2015,84
Silver,Black Lagoon Scottish Strong,Rip Current Brewery,San Marcos,San Diego,CA,Scotch Ale,2015,55
Silver,Cold Smoke,KettleHouse Brewing Co.,Missoula,Missoula,MT,Scottish-Style Ale,2015,52
Silver,MCA,21st Amendment Brewery Cafe,San Francisco,San Francisco,CA,Session Beer,2015,44
Silver,Size 4,Steel Toe Brewing,Saint Louis Park,Hennepin,MN,Session India Pale Ale,2015,161
Silver,S.S.A.,Titletown Brewing Co.,Green Bay,Brown,WI,Smoke Beer,2015,57
Silver,Wild Wapiti Wheat,Elk Mountain Brewing Co.,Parker,La Paz,CO,South German-Style Hefeweizen,2015,95
Silver,Hazelnut Brown Nectar,Rogue Ales,Newport,Jackson,OR,Specialty Beer,2015,59
Silver,Chocolate Milk Stout,Boxing Bear Brewing Co.,Albuquerque,Bernalillo,NM,Sweet Stout or Cream Stout,2015,75
Silver,Oktoberfest,Stoudts Brewing Co.,Adamstown,Frederick,PA,Vienna-Style Lager,2015,46
Silver,Palo Santo Aged Porter,Spellbound Brewing,Mount Holly,Union,NJ,Wood- and Barrel-Aged Beer,2015,69
Silver,24 Frames Per Second,Our Mutual Friend Malt & Brew,Denver,Denver,CO,Wood- and Barrel-Aged Sour Beer,2015,137
Silver,Batch 666: Sympathy For The Devil,Sun King Brewing Co.,Indianapolis,Marion,IN,Wood- and Barrel-Aged Strong Beer,2015,179
Silver,Sherry Ink,Rhinegeist Brewing,Cincinnati,Appanoose,OH,Wood- and Barrel-Aged Strong Stout,2015,128
Bronze,Old Diablo,Morgan Territory Brewing,Tracy,San Joaquin,CA,Aged Beer,2015,38
Bronze,Salad Days American Saison,Pale Fire Brewing Co.,Harrisonburg,Catahoula,VA,American-Belgo-Style Ale,2015,71
Bronze,St. Florian's Brewery California Common,St. Florian's Brewery,Windsor,Sonoma,CA,American-Style Amber Lager,2015,48
Bronze,Sharkbite Red,Pizza Port Bressi Ranch,Carlsbad,San Diego,CA,American-Style Amber/Red Ale,2015,94
Bronze,King Ink,Denver Beer Co. - Canworks,Denver,Denver,CO,American-Style Black Ale,2015,54
Bronze,Restraint,Institution Ale Co.,Camarillo,Ventura,CA,American-Style Brown Ale,2015,85
Bronze,Nuff,Dale Bros Brewery,Upland,San Bernardino,CA,American-Style Cream Ale,2015,56
Bronze,Black Diamond,Bend Brewing Co.,Bend,Tehama,OR,American-Style Dark Lager,2015,21
Bronze,Apricot Blonde,Dry Dock Brewing Co. - Production Facility,Aurora,Adams,CO,American-Style Fruit Beer,2015,87
Bronze,White Rajah,The Brew Kettle Taproom and Smokehouse,Strongsville,Cuyahoga,OH,American-Style India Pale Ale,2015,336
Bronze,Southern Girl Lager,Sycamore Brewing,Charlotte,Clinton,NC,American-Style Lager or Light Lager,2015,55
Bronze,Amend This!,TAPS Fish House & Brewery - Brea,Brea,Orange,CA,American-Style or International-Style Pilsener,2015,51
Bronze,Featherweight Pale Ale,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,American-Style Pale Ale,2015,160
Bronze,Apropos of Nothing,The Rare Barrel,Berkeley,Alameda,CA,American-Style Sour Ale,2015,86
Bronze,P2P,10 Barrel Brewing Co.,Bend,Tehama,OR,American-Style Stout,2015,39
Bronze,3C India Pale Ale,Triple C Brewing,Charlotte,Clinton,NC,American-Style Strong Pale Ale,2015,134
Bronze,Mogabi,Elevator Brewing Co. - Production Facility,Columbus,Muscogee,OH,American-Style Wheat Beer,2015,58
Bronze,Boulder Bend Dunkelweizen,Fish Brewing Co.,Olympia,Bath,WA,American-Style Wheat Beer With Yeast,2015,41
Bronze,Duck-Rabbit Baltic Porter,Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,Baltic-Style Porter,2015,35
Bronze,Old Skook,Three Magnets Brewing,Olympia,Bath,WA,Barley Wine-Style Ale,2015,56
Bronze,Petite Classique,The Commons Brewery,Portland,Ashley,OR,Belgian- and French-Style Ale,2015,47
Bronze,Belgian Style Pale Ale,Aardwolf Brewing Co.,Jacksonville,Calhoun,FL,Belgian-Style Blonde Ale or Pale Ale,2015,47
Bronze,Qualified,Taxman Brewing Co.,Bargersville,Johnson,IN,Belgian-Style Dubbel or Quadruple,2015,60
Bronze,Cherry Busey,Sun King Brewing Co.,Indianapolis,Marion,IN,Belgian-Style Fruit Beer,2015,63
Bronze,Viejo Rojo,Tahoe Mountain Brewing Co. - Truckee,Truckee,Nevada,CA,Belgian-Style Lambic or Sour Ale,2015,78
Bronze,Quad Damn It,Chicago Brewing Co. - NV,Las Vegas,Clark,NV,Belgian-Style Strong Specialty Ale,2015,65
Bronze,Millennium Trippel,Church Brew Works - Lawrenceville Brewery,Pittsburgh,Allegheny,PA,Belgian-Style Tripel,2015,52
Bronze,Optimal Wit,Port City Brewing Co.,Alexandria,Calhoun,VA,Belgian-Style Witbier,2015,82
Bronze,A Cart Ride to Mexico,Red Eye Brewing Co.,Wausau,Washington,WI,Bock,2015,38
Bronze,Peacemaker Pilsner,Pug Ryan's Brewing Co.,Dillon,Summit,CO,Bohemian-Style Pilsener,2015,62
Bronze,2015 Golden Ale,New Glarus Brewing Co. - Hilltop,New Glarus,Green,WI,Brett Beer,2015,85
Bronze,Black Jack Porter,Left Hand Brewing Co.,Longmont,Boulder,CO,Brown Porter,2015,57
Bronze,Ballast Point Pale Ale with Serrano,Ballast Point Brewing & Spirits - Scripps Ranch,San Diego,San Diego,CA,Chili Beer,2015,79
Bronze,Wonka Bar,Mispillion River Brewing,Milford,Lassen,DE,Chocolate Beer,2015,65
Bronze,PBW Pale Ale,Paducah Beer Werks,Paducah,McCracken,KY,Classic English-Style Pale Ale,2015,46
Bronze,Dry Stout,Reuben's Brews,Seattle,King,WA,Classic Irish-Style Dry Stout,2015,36
Bronze,Bacon and Eggs,Pizza Port Ocean Beach,San Diego,San Diego,CA,Coffee Beer,2015,149
Bronze,Helles Lager,Lucky Envelope Brewing,Seattle,King,WA,Dortmunder or German-Style Oktoberfest,2015,48
Bronze,GRAMBO,Pizza Port Solana Beach,Solana Beach,San Diego,CA,Double Red Ale,2015,71
Bronze,Rogue River Brown,"Rockford Brewing Co. - Rockford, Michigan",Rockford,Coosa,MI,English-Style Brown Ale,2015,72
Bronze,Hammersmith IPA,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,English-Style India Pale Ale,2015,42
Bronze,Mamoot,Logboat Brewing Co.,Columbia,Houston,MO,English-Style Mild Ale,2015,40
Bronze,Lonely Blonde,Fulton Beer,Minneapolis,Ottawa,MN,English-Style Summer Ale,2015,38
Bronze,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,Norfolk,WA,European-Style Dark/Münchner Dunkel,2015,34
Bronze,Ramjet,Black Project Spontaneous & Wild Ales,Denver,Denver,CO,Experimental Beer,2015,85
Bronze,Z-man Stout,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Export Stout,2015,39
Bronze,Red Fish,Flying Fish Brewing Co.,Somerdale,Camden,NJ,Extra Special Bitter,2015,67
Bronze,Coconut Porter,Broken Compass Brewing,Breckenridge,Summit,CO,Field Beer,2015,52
Bronze,Saison,URBN St. Brewing Co.,El Cajon,San Diego,CA,French- and Belgian-Style Saison,2015,132
Bronze,Melvin IPA,Melvin Brewing,Jackson,Clarke,WY,Fresh or Wet Hop Ale,2015,34
Bronze,Purple Line,Smylie Brothers Brewing Co.,Evanston,Cook,IL,Fruit Wheat Beer,2015,69
Bronze,Altbier,Liquid Mechanics Brewing Co.,Lafayette,Chambers,CO,German-Style Altbier,2015,49
Bronze,Hot for Teacher Ms. Doppelbock,Thr3e Wise Men Brewing Co.,Indianapolis,Marion,IN,German-Style Doppelbock or Eisbock,2015,25
Bronze,Friar Chuck,Black Bottle Brewery,Fort Collins,Larimer,CO,German-Style Kölsch,2015,111
Bronze,Duck-Rabbit Märzen,Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,German-Style Märzen,2015,65
Bronze,Pilsner,Dry Dock Brewing Co.,Aurora,Adams,CO,German-Style Pilsener,2015,100
Bronze,Eastside,Lakefront Brewery,Milwaukee,Milwaukee,WI,German-Style Schwarzbier,2015,37
Bronze,Cucumber Crush,10 Barrel Brewing Co.,Bend,Tehama,OR,German-Style Sour Ale,2015,111
Bronze,Monkey Business,New Bohemia Brewing Co.,Santa Cruz,Pinal,CA,German-Style Wheat Ale,2015,38
Bronze,Ghostfish Grapefruit IPA,Ghostfish Brewing Co.,Seattle,King,WA,Gluten-Free Beer,2015,24
Bronze,Alpine Gold,Tied House Cafe & Brewery - Mtn View,Mountain View,Stone,CA,Golden or Blonde Ale,2015,107
Bronze,Oatmeal Raisin Cookie Ale,Aftershock Brewing Co.,Temecula,Riverside,CA,Herb and Spice Beer,2015,142
Bronze,Snow Drop,Grimm Brothers Brewhouse,Loveland,Larimer,CO,Historical Beer,2015,40
Bronze,Spring Fever,FiftyFifty Brewing Co.,Truckee,Nevada,CA,Honey Beer,2015,52
Bronze,Teahupo'o,Breakwater Brewing Co.,Oceanside,San Diego,CA,Imperial India Pale Ale,2015,208
Bronze,Imperial Red Ale,Marble Brewery,Albuquerque,Bernalillo,NM,Imperial Red Ale,2015,35
Bronze,The Miller's Toll,Raleigh Brewing Co.,Raleigh,Levy,NC,Imperial Stout,2015,80
Bronze,San Diego-Style IPA,Karl Strauss Brewing Co. - La Jolla,La Jolla,San Diego,CA,International-Style Pale Ale,2015,75
Bronze,Hooligan's Irish Red Ale,Montana Brewing Co.,Billings,Christian,MT,Irish-Style Red Ale,2015,70
Bronze,Fargo Original,Fargo Brewing Co.,Fargo,Monroe,ND,Kellerbier or Zwickelbier,2015,45
Bronze,Goldencold Lager,Susquehanna Brewing Co.,Pittston,Luzerne,PA,Munich-Style Helles,2015,55
Bronze,Scaredy Cat,Vintage Brewing Co.,Madison,Madison,WI,Oatmeal Stout,2015,73
Bronze,MASSIVE! 2013,Gigantic Brewing Co.,Portland,Ashley,OR,Old Ale or Strong Ale,2015,39
Bronze,Sawtooth Ale,Left Hand Brewing Co.,Longmont,Boulder,CO,Ordinary or Special Bitter,2015,43
Bronze,Witty Moron,Stone Brewing World Bistro & Gardens - Liberty Station,San Diego,San Diego,CA,Other Belgian-Style Ale,2015,45
Bronze,Take Back the Streets,Piece Brewery,Chicago,Cook,IL,Other Strong Beer,2015,43
Bronze,The Great Pumpkin Ale,Great Basin Brewing Co. - Sparks,Sparks,Cook,NV,Pumpkin Beer,2015,56
Bronze,Night Watchman,City Star Brewing,Berthoud,Larimer,CO,Robust Porter,2015,102
Bronze,Pt. Bonita Rustic Lager,Headlands Brewing Co.,Mill Valley,Marin,CA,Rye Beer,2015,84
Bronze,Real Heavy,Real Ale Brewing Co.,Blanco,San Juan,TX,Scotch Ale,2015,55
Bronze,Barrio Rojo,Barrio Brewing Co.,Tucson,Pima,AZ,Scottish-Style Ale,2015,52
Bronze,Guillaume,Pizza Port Ocean Beach,San Diego,San Diego,CA,Session Beer,2015,44
Bronze,Nose Candy,Noble Ale Works,Anaheim,Orange,CA,Session India Pale Ale,2015,161
Bronze,Smokie Robbins,Lager Heads Brewing Co.,Medina,Hennepin,OH,Smoke Beer,2015,57
Bronze,Windansea Wheat,Karl Strauss Brewing Co.,San Diego,San Diego,CA,South German-Style Hefeweizen,2015,95
Bronze,Pack Dog Peanut Butter Ale,Marley's Brewery & Grille,Bloomsburg,Columbia,PA,Specialty Beer,2015,59
Bronze,The Husstler,Huss Brewing,Tempe,Maricopa,AZ,Sweet Stout or Cream Stout,2015,75
Bronze,Firebrick,August Schell Brewing Co.,New Ulm,Brown,MN,Vienna-Style Lager,2015,46
Bronze,Barrel Aged Brown Ale,Twin Peaks Brewery,Irving,Montgomery,TX,Wood- and Barrel-Aged Beer,2015,69
Bronze,Sour Opal,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Wood- and Barrel-Aged Sour Beer,2015,137
Bronze,Ska Face,SKA Brewing,Durango,La Plata,CO,Wood- and Barrel-Aged Strong Beer,2015,179
Bronze,Dosvidanya,DESTIHL - Champaign,Champaign,Champaign,IL,Wood- and Barrel-Aged Strong Stout,2015,128
Gold,Doc's Scotch Ale,Millersburg Brewing,Millersburg,Elkhart,OH,Aged Beer,2016,40
Gold,Mischief,The Bruery,Placentia,Orange,CA,American-Belgo-Style Ale,2016,70
Gold,Casa Azul,El Segundo Brewing Co.,El Segundo,Los Angeles,CA,American-Style Amber Lager or Dark Lager,2016,108
Gold,Ole Prospector Red Ale,BNS Brewing & Distilling Co.,Santee,San Diego,CA,American-Style Amber/Red Ale,2016,114
Gold,Once You Go,Lynnwood Brewing Concern - Production Facility,Raleigh,Levy,NC,American-Style Black Ale,2016,61
Gold,Brown,Culture Brewing Co.,Solana Beach,San Diego,CA,American-Style Brown Ale,2016,84
Gold,El Sully,21st Amendment Brewery,San Leandro,Alameda,CA,American-Style Cream Ale,2016,65
Gold,Slingback,High Heel Brewing,Saint Louis,Gratiot,MO,American-Style Fruit Beer,2016,106
Gold,Bodhizafa IPA,Georgetown Brewing Co.,Seattle,King,WA,American-Style India Pale Ale,2016,312
Gold,Pabst Blue Ribbon (PBR),Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American-Style Lager or Ice Lager or Malt Liquor,2016,34
Gold,#10 American Lager,Brown Truck Brewery,High Point,Hernando,NC,American-Style Light Lager or German-Style Light Lager,2016,21
Gold,Robot Crush,Aeronaut Brewing Co.,Somerville,Morgan,MA,American-Style or International-Style Pilsener,2016,66
Gold,Stick's Pale Ale,Bootstrap Brewing Co.,Niwot,Boulder,CO,American-Style Pale Ale,2016,157
Gold,Queen of Tarts,Karl Strauss Brewing Co. - San Diego,San Diego,San Diego,CA,American-Style Sour Ale,2016,142
Gold,P2P,10 Barrel Brewing Co.,Bend,Tehama,OR,American-Style Stout,2016,55
Gold,Good Green,Highland Park Brewery,Los Angeles,Los Angeles,CA,American-Style Strong Pale Ale,2016,169
Gold,Tumblewheat,Altitude Chophouse and Brewery,Laramie,Albany,WY,American-Style Wheat Beer,2016,37
Gold,White Noise,Uberbrew,Billings,Christian,MT,American-Style Wheat Beer With Yeast,2016,31
Gold,Drop Bear Australian Pale Ale,Lynnwood Brewing Concern,Raleigh,Levy,NC,Australian-Style or International-Style Pale Ale,2016,90
Gold,Danzig,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,Baltic-Style Porter,2016,41
Gold,AleSmith Old Numbskull,AleSmith Brewing Co.,San Diego,San Diego,CA,Barley Wine-Style Ale,2016,60
Gold,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,DuPage,IL,Belgian- and French-Style Ale,2016,27
Gold,Solid Gold,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,Belgian-Style Blonde Ale or Pale Ale,2016,61
Gold,Abbey Dubbel,Elm City Brewing Co.,Keene,Kern,NH,Belgian-Style Dubbel or Quadrupel,2016,63
Gold,Apricot Wheat,Wiens Brewing Co./Wiens Family Cellars,Temecula,Riverside,CA,Belgian-Style Fruit Beer,2016,61
Gold,Hexotic,Two Roads Brewing Co.,Stratford,Kings,CT,Belgian-Style Lambic or Sour Ale,2016,74
Gold,Old Split-Foot,Broken Bow Brewery,Tuckahoe,Westchester,NY,Belgian-Style Strong Specialty Ale,2016,70
Gold,Allagash Tripel,Allagash Brewing Co.,Portland,Ashley,ME,Belgian-Style Tripel,2016,92
Gold,Ommegang Witte Ale,Brewery Ommegang,Cooperstown,Otsego,NY,Belgian-Style Witbier,2016,85
Gold,Breakline Bock,Rip Current Brewery,San Marcos,San Diego,CA,Bock,2016,36
Gold,Sweet Ride,Bagby Beer Co.,Oceanside,San Diego,CA,Bohemian-Style Pilsener,2016,62
Gold,Touch of Brett,Alesong Brewing & Blending,Eugene,Cole,OR,Brett Beer,2016,53
Gold,FivePine Chocolate Porter,Three Creeks Production,Sisters,Deschutes,OR,Brown Porter,2016,61
Gold,Rocky Mtn Saison,14er Brewing Co.,Denver,Denver,CO,Chili Beer,2016,112
Gold,Chaos,RAM/Big Horn Brewery - Wheeling,Wheeling,Cook,IL,Chocolate Beer,2016,46
Gold,Extra Pale Ale,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Classic English-Style Pale Ale,2016,38
Gold,Big Drought Stout,Solid Rock Brewing,Spicewood,#N/A,TX,Classic Irish-Style Dry Stout,2016,41
Gold,Achtertuin Seizoen Farmhouse Ale,The Post Brewing Co.,Lafayette,Chambers,CO,Classic Saison,2016,88
Gold,Gusto Crema,Georgetown Brewing Co.,Seattle,King,WA,Coffee Beer,2016,168
Gold,Dortmunder Mifflin,Emmett's Tavern & Brewing Co. - Palatine,Palatine,Cook,IL,Dortmunder or German-Style Oktoberfest,2016,46
Gold,The Red Glove,Boxing Bear Brewing Co.,Albuquerque,Bernalillo,NM,Double Red Ale,2016,78
Gold,Tri-Town Brown,Echo Brewing Cask and Barrel,Erie,Boulder,CO,English-Style Brown Ale,2016,47
Gold,Gatecrasher,Temperance Beer Co.,Evanston,Cook,IL,English-Style India Pale Ale,2016,43
Gold,Workman's Compensation,Lion Bridge Brewing Co.,Cedar Rapids,Linn,IA,English-Style Mild Ale,2016,44
Gold,Hometown Blonde,RAM/Big Horn Brewery - Lakewood,Lakewood,Los Angeles,WA,English-Style Summer Ale,2016,68
Gold,I Dunkled in My Pants,Figueroa Mountain Brewing - Buellton,Buellton,Santa Barbara,CA,European-Style Dark Lager/Munich-Style Dunkel,2016,38
Gold,Dry Hopped Systema of Naturae - Scuppernong & Lily,D9 Brewing Co.,Cornelius,Mecklenburg,NC,Experimental Beer,2016,87
Gold,Dirty Frank Stout,River's Edge Brewing Co.,Milford,Lassen,MI,Export Stout,2016,43
Gold,Redfeather,Black Raven Brewing Co.,Redmond,Deschutes,WA,Extra Special Bitter,2016,71
Gold,Imperial Coconut Porter,Maui Brewing Co. - Production,Kihei,#N/A,HI,Field Beer,2016,92
Gold,Melvin IPA,Melvin Brewing - Jackson,Jackson,Clarke,WY,Fresh or Wet Hop Ale,2016,45
Gold,Mexican Spring,515 Brewing Co.,Clive,Polk,IA,Fruit Wheat Beer,2016,84
Gold,Razz-Jerry Tart,BJ's Restaurant & Brewery - Brea,Brea,Orange,CA,Fruited Wood- and Barrel-Aged Sour Beer,2016,82
Gold,Little Red Cap,Grimm Brothers Brewhouse,Loveland,Larimer,CO,German-Style Altbier,2016,57
Gold,Warning Sign,Rockyard American Grill & Brewing Co.,Castle Rock,Douglas,CO,German-Style Doppelbock or Eisbock,2016,29
Gold,Light of Cologne,Ornery Beer Co.,Woodbridge,San Joaquin,VA,German-Style Koelsch,2016,111
