id,Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
1658,Silver,Cold Smoke,KettleHouse Brewing Co.,Missoula,Missoula,MT,Scottish Style Ale,2015,52
1659,Silver,MCA,21st Amendment Brewery Cafe,San Francisco,San Francisco,CA,Session Beer,2015,44
1660,Silver,Size 4,Steel Toe Brewing,Saint Louis Park,Hennepin,MN,Session India Pale Ale,2015,161
1661,Silver,S.S.A.,Titletown Brewing Co.,Green Bay,Brown,WI,Smoke Beer,2015,57
1662,Silver,Wild Wapiti Wheat,Elk Mountain Brewing Co.,Parker,La Paz,CO,South German Style Hefeweizen,2015,95
1663,Silver,Hazelnut Brown Nectar,Rogue Ales,Newport,Jackson,OR,Specialty Beer,2015,59
1664,Silver,Chocolate Milk Stout,Boxing Bear Brewing Co.,Albuquerque,Bernalillo,NM,Sweet Stout or Cream Stout,2015,75
1665,Silver,Oktoberfest,Stoudts Brewing Co.,Adamstown,Frederick,PA,Vienna Style Lager,2015,46
1666,Silver,Palo Santo Aged Porter,Spellbound Brewing,Mount Holly,Union,NJ,Wood  and Barrel Aged Beer,2015,69
1667,Silver,24 Frames Per Second,Our Mutual Friend Malt & Brew,Denver,Denver,CO,Wood  and Barrel Aged Sour Beer,2015,137
1668,Silver,Batch 666: Sympathy For The Devil,Sun King Brewing Co.,Indianapolis,Marion,IN,Wood  and Barrel Aged Strong Beer,2015,179
1669,Silver,Sherry Ink,Rhinegeist Brewing,Cincinnati,Appanoose,OH,Wood  and Barrel Aged Strong Stout,2015,128
1670,Bronze,Old Diablo,Morgan Territory Brewing,Tracy,San Joaquin,CA,Aged Beer,2015,38
1671,Bronze,Salad Days American Saison,Pale Fire Brewing Co.,Harrisonburg,Catahoula,VA,American Belgo Style Ale,2015,71
1672,Bronze,St. Florian's Brewery California Common,St. Florian's Brewery,Windsor,Sonoma,CA,American Style Amber Lager,2015,48
1673,Bronze,Sharkbite Red,Pizza Port Bressi Ranch,Carlsbad,San Diego,CA,American Style Amber/Red Ale,2015,94
1674,Bronze,King Ink,Denver Beer Co. - Canworks,Denver,Denver,CO,American Style Black Ale,2015,54
1675,Bronze,Restraint,Institution Ale Co.,Camarillo,Ventura,CA,American Style Brown Ale,2015,85
1676,Bronze,Nuff,Dale Bros Brewery,Upland,San Bernardino,CA,American Style Cream Ale,2015,56
1677,Bronze,Black Diamond,Bend Brewing Co.,Bend,Tehama,OR,American Style Dark Lager,2015,21
1678,Bronze,Apricot Blonde,Dry Dock Brewing Co. - Production Facility,Aurora,Adams,CO,American Style Fruit Beer,2015,87
1679,Bronze,White Rajah,The Brew Kettle Taproom and Smokehouse,Strongsville,Cuyahoga,OH,American Style India Pale Ale,2015,336
1680,Bronze,Southern Girl Lager,Sycamore Brewing,Charlotte,Clinton,NC,American Style Lager or Light Lager,2015,55
1681,Bronze,Amend This!,TAPS Fish House & Brewery - Brea,Brea,Orange,CA,American Style or International Style Pilsener,2015,51
1682,Bronze,Featherweight Pale Ale,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,American Style Pale Ale,2015,160
1683,Bronze,Apropos of Nothing,The Rare Barrel,Berkeley,Alameda,CA,American Style Sour Ale,2015,86
1684,Bronze,P2P,10 Barrel Brewing Co.,Bend,Tehama,OR,American Style Stout,2015,39
1685,Bronze,3C India Pale Ale,Triple C Brewing,Charlotte,Clinton,NC,American Style Strong Pale Ale,2015,134
1686,Bronze,Mogabi,Elevator Brewing Co. - Production Facility,Columbus,Muscogee,OH,American Style Wheat Beer,2015,58
1687,Bronze,Boulder Bend Dunkelweizen,Fish Brewing Co.,Olympia,Bath,WA,American Style Wheat Beer With Yeast,2015,41
1688,Bronze,Duck-Rabbit Baltic Porter,Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,Baltic Style Porter,2015,35
1689,Bronze,Old Skook,Three Magnets Brewing,Olympia,Bath,WA,Barley Wine Style Ale,2015,56
1690,Bronze,Petite Classique,The Commons Brewery,Portland,Ashley,OR,Belgian  and French Style Ale,2015,47
1691,Bronze,Belgian Style Pale Ale,Aardwolf Brewing Co.,Jacksonville,Calhoun,FL,Belgian Style Blonde Ale or Pale Ale,2015,47
1692,Bronze,Qualified,Taxman Brewing Co.,Bargersville,Johnson,IN,Belgian Style Dubbel or Quadruple,2015,60
1693,Bronze,Cherry Busey,Sun King Brewing Co.,Indianapolis,Marion,IN,Belgian Style Fruit Beer,2015,63
1694,Bronze,Viejo Rojo,Tahoe Mountain Brewing Co. - Truckee,Truckee,Nevada,CA,Belgian Style Lambic or Sour Ale,2015,78
1695,Bronze,Quad Damn It,Chicago Brewing Co. - NV,Las Vegas,Clark,NV,Belgian Style Strong Specialty Ale,2015,65
1696,Bronze,Millennium Trippel,Church Brew Works - Lawrenceville Brewery,Pittsburgh,Allegheny,PA,Belgian Style Tripel,2015,52
1697,Bronze,Optimal Wit,Port City Brewing Co.,Alexandria,Calhoun,VA,Belgian Style Witbier,2015,82
1698,Bronze,A Cart Ride to Mexico,Red Eye Brewing Co.,Wausau,Washington,WI,Bock,2015,38
1699,Bronze,Peacemaker Pilsner,Pug Ryan's Brewing Co.,Dillon,Summit,CO,Bohemian Style Pilsener,2015,62
1700,Bronze,2015 Golden Ale,New Glarus Brewing Co. - Hilltop,New Glarus,Green,WI,Brett Beer,2015,85
1701,Bronze,Black Jack Porter,Left Hand Brewing Co.,Longmont,Boulder,CO,Brown Porter,2015,57
1702,Bronze,Ballast Point Pale Ale with Serrano,Ballast Point Brewing & Spirits - Scripps Ranch,San Diego,San Diego,CA,Chili Beer,2015,79
1703,Bronze,Wonka Bar,Mispillion River Brewing,Milford,Lassen,DE,Chocolate Beer,2015,65
1704,Bronze,PBW Pale Ale,Paducah Beer Werks,Paducah,McCracken,KY,Classic English Style Pale Ale,2015,46
1705,Bronze,Dry Stout,Reuben's Brews,Seattle,King,WA,Classic Irish Style Dry Stout,2015,36
1706,Bronze,Bacon and Eggs,Pizza Port Ocean Beach,San Diego,San Diego,CA,Coffee Beer,2015,149
1707,Bronze,Helles Lager,Lucky Envelope Brewing,Seattle,King,WA,Dortmunder or German Style Oktoberfest,2015,48
1708,Bronze,GRAMBO,Pizza Port Solana Beach,Solana Beach,San Diego,CA,Double Red Ale,2015,71
1709,Bronze,Rogue River Brown,"Rockford Brewing Co. - Rockford, Michigan",Rockford,Coosa,MI,English Style Brown Ale,2015,72
1710,Bronze,Hammersmith IPA,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,English Style India Pale Ale,2015,42
1711,Bronze,Mamoot,Logboat Brewing Co.,Columbia,Houston,MO,English Style Mild Ale,2015,40
1712,Bronze,Lonely Blonde,Fulton Beer,Minneapolis,Ottawa,MN,English Style Summer Ale,2015,38
1713,Bronze,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,Norfolk,WA,European Style Dark/Münchner Dunkel,2015,34
1714,Bronze,Ramjet,Black Project Spontaneous & Wild Ales,Denver,Denver,CO,Experimental Beer,2015,85
1715,Bronze,Z-man Stout,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Export Stout,2015,39
1716,Bronze,Red Fish,Flying Fish Brewing Co.,Somerdale,Camden,NJ,Extra Special Bitter,2015,67
1717,Bronze,Coconut Porter,Broken Compass Brewing,Breckenridge,Summit,CO,Field Beer,2015,52
1718,Bronze,Saison,URBN St. Brewing Co.,El Cajon,San Diego,CA,French  and Belgian Style Saison,2015,132
1719,Bronze,Melvin IPA,Melvin Brewing,Jackson,Clarke,WY,Fresh or Wet Hop Ale,2015,34
1720,Bronze,Purple Line,Smylie Brothers Brewing Co.,Evanston,Cook,IL,Fruit Wheat Beer,2015,69
1721,Bronze,Altbier,Liquid Mechanics Brewing Co.,Lafayette,Chambers,CO,German Style Altbier,2015,49
1722,Bronze,Hot for Teacher Ms. Doppelbock,Thr3e Wise Men Brewing Co.,Indianapolis,Marion,IN,German Style Doppelbock or Eisbock,2015,25
1723,Bronze,Friar Chuck,Black Bottle Brewery,Fort Collins,Larimer,CO,German Style Kölsch,2015,111
1724,Bronze,Duck-Rabbit Märzen,Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,German Style Märzen,2015,65
1725,Bronze,Pilsner,Dry Dock Brewing Co.,Aurora,Adams,CO,German Style Pilsener,2015,100
1726,Bronze,Eastside,Lakefront Brewery,Milwaukee,Milwaukee,WI,German Style Schwarzbier,2015,37
1727,Bronze,Cucumber Crush,10 Barrel Brewing Co.,Bend,Tehama,OR,German Style Sour Ale,2015,111
1728,Bronze,Monkey Business,New Bohemia Brewing Co.,Santa Cruz,Pinal,CA,German Style Wheat Ale,2015,38
1729,Bronze,Ghostfish Grapefruit IPA,Ghostfish Brewing Co.,Seattle,King,WA,Gluten Free Beer,2015,24
1730,Bronze,Alpine Gold,Tied House Cafe & Brewery - Mtn View,Mountain View,Stone,CA,Golden or Blonde Ale,2015,107
1731,Bronze,Oatmeal Raisin Cookie Ale,Aftershock Brewing Co.,Temecula,Riverside,CA,Herb and Spice Beer,2015,142
1732,Bronze,Snow Drop,Grimm Brothers Brewhouse,Loveland,Larimer,CO,Historical Beer,2015,40
1733,Bronze,Spring Fever,FiftyFifty Brewing Co.,Truckee,Nevada,CA,Honey Beer,2015,52
1734,Bronze,Teahupo'o,Breakwater Brewing Co.,Oceanside,San Diego,CA,Imperial India Pale Ale,2015,208
1735,Bronze,Imperial Red Ale,Marble Brewery,Albuquerque,Bernalillo,NM,Imperial Red Ale,2015,35
1736,Bronze,The Miller's Toll,Raleigh Brewing Co.,Raleigh,Levy,NC,Imperial Stout,2015,80
1737,Bronze,San Diego-Style IPA,Karl Strauss Brewing Co. - La Jolla,La Jolla,San Diego,CA,International Style Pale Ale,2015,75
1738,Bronze,Hooligan's Irish Red Ale,Montana Brewing Co.,Billings,Christian,MT,Irish Style Red Ale,2015,70
1739,Bronze,Fargo Original,Fargo Brewing Co.,Fargo,Monroe,ND,Kellerbier or Zwickelbier,2015,45
1740,Bronze,Goldencold Lager,Susquehanna Brewing Co.,Pittston,Luzerne,PA,Munich Style Helles,2015,55
1741,Bronze,Scaredy Cat,Vintage Brewing Co.,Madison,Madison,WI,Oatmeal Stout,2015,73
1742,Bronze,MASSIVE! 2013,Gigantic Brewing Co.,Portland,Ashley,OR,Old Ale or Strong Ale,2015,39
1743,Bronze,Sawtooth Ale,Left Hand Brewing Co.,Longmont,Boulder,CO,Ordinary or Special Bitter,2015,43
1744,Bronze,Witty Moron,Stone Brewing World Bistro & Gardens - Liberty Station,San Diego,San Diego,CA,Other Belgian Style Ale,2015,45
1745,Bronze,Take Back the Streets,Piece Brewery,Chicago,Cook,IL,Other Strong Beer,2015,43
1746,Bronze,The Great Pumpkin Ale,Great Basin Brewing Co. - Sparks,Sparks,Cook,NV,Pumpkin Beer,2015,56
1747,Bronze,Night Watchman,City Star Brewing,Berthoud,Larimer,CO,Robust Porter,2015,102
1748,Bronze,Pt. Bonita Rustic Lager,Headlands Brewing Co.,Mill Valley,Marin,CA,Rye Beer,2015,84
1749,Bronze,Real Heavy,Real Ale Brewing Co.,Blanco,San Juan,TX,Scotch Ale,2015,55
1750,Bronze,Barrio Rojo,Barrio Brewing Co.,Tucson,Pima,AZ,Scottish Style Ale,2015,52
1751,Bronze,Guillaume,Pizza Port Ocean Beach,San Diego,San Diego,CA,Session Beer,2015,44
1752,Bronze,Nose Candy,Noble Ale Works,Anaheim,Orange,CA,Session India Pale Ale,2015,161
1753,Bronze,Smokie Robbins,Lager Heads Brewing Co.,Medina,Hennepin,OH,Smoke Beer,2015,57
1754,Bronze,Windansea Wheat,Karl Strauss Brewing Co.,San Diego,San Diego,CA,South German Style Hefeweizen,2015,95
1755,Bronze,Pack Dog Peanut Butter Ale,Marley's Brewery & Grille,Bloomsburg,Columbia,PA,Specialty Beer,2015,59
1756,Bronze,The Husstler,Huss Brewing,Tempe,Maricopa,AZ,Sweet Stout or Cream Stout,2015,75
1757,Bronze,Firebrick,August Schell Brewing Co.,New Ulm,Brown,MN,Vienna Style Lager,2015,46
1758,Bronze,Barrel Aged Brown Ale,Twin Peaks Brewery,Irving,Montgomery,TX,Wood  and Barrel Aged Beer,2015,69
1759,Bronze,Sour Opal,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Wood  and Barrel Aged Sour Beer,2015,137
1760,Bronze,Ska Face,SKA Brewing,Durango,La Plata,CO,Wood  and Barrel Aged Strong Beer,2015,179
1761,Bronze,Dosvidanya,DESTIHL - Champaign,Champaign,Champaign,IL,Wood  and Barrel Aged Strong Stout,2015,128
1762,Gold,Doc's Scotch Ale,Millersburg Brewing,Millersburg,Elkhart,OH,Aged Beer,2016,40
1763,Gold,Mischief,The Bruery,Placentia,Orange,CA,American Belgo Style Ale,2016,70
1764,Gold,Casa Azul,El Segundo Brewing Co.,El Segundo,Los Angeles,CA,American Style Amber Lager or Dark Lager,2016,108
1765,Gold,Ole Prospector Red Ale,BNS Brewing & Distilling Co.,Santee,San Diego,CA,American Style Amber/Red Ale,2016,114
1766,Gold,Once You Go,Lynnwood Brewing Concern - Production Facility,Raleigh,Levy,NC,American Style Black Ale,2016,61
1767,Gold,Brown,Culture Brewing Co.,Solana Beach,San Diego,CA,American Style Brown Ale,2016,84
1768,Gold,El Sully,21st Amendment Brewery,San Leandro,Alameda,CA,American Style Cream Ale,2016,65
1769,Gold,Slingback,High Heel Brewing,Saint Louis,Gratiot,MO,American Style Fruit Beer,2016,106
1770,Gold,Bodhizafa IPA,Georgetown Brewing Co.,Seattle,King,WA,American Style India Pale Ale,2016,312
1771,Gold,Pabst Blue Ribbon (PBR),Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American Style Lager or Ice Lager or Malt Liquor,2016,34
1772,Gold,#10 American Lager,Brown Truck Brewery,High Point,Hernando,NC,American Style Light Lager or German Style Light Lager,2016,21
1773,Gold,Robot Crush,Aeronaut Brewing Co.,Somerville,Morgan,MA,American Style or International Style Pilsener,2016,66
1774,Gold,Stick's Pale Ale,Bootstrap Brewing Co.,Niwot,Boulder,CO,American Style Pale Ale,2016,157
1775,Gold,Queen of Tarts,Karl Strauss Brewing Co. - San Diego,San Diego,San Diego,CA,American Style Sour Ale,2016,142
1776,Gold,P2P,10 Barrel Brewing Co.,Bend,Tehama,OR,American Style Stout,2016,55
1777,Gold,Good Green,Highland Park Brewery,Los Angeles,Los Angeles,CA,American Style Strong Pale Ale,2016,169
1778,Gold,Tumblewheat,Altitude Chophouse and Brewery,Laramie,Albany,WY,American Style Wheat Beer,2016,37
1779,Gold,White Noise,Uberbrew,Billings,Christian,MT,American Style Wheat Beer With Yeast,2016,31
1780,Gold,Drop Bear Australian Pale Ale,Lynnwood Brewing Concern,Raleigh,Levy,NC,Australian Style or International Style Pale Ale,2016,90
1781,Gold,Danzig,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,Baltic Style Porter,2016,41
1782,Gold,AleSmith Old Numbskull,AleSmith Brewing Co.,San Diego,San Diego,CA,Barley Wine Style Ale,2016,60
1783,Gold,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,DuPage,IL,Belgian  and French Style Ale,2016,27
1784,Gold,Solid Gold,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,Belgian Style Blonde Ale or Pale Ale,2016,61
1785,Gold,Abbey Dubbel,Elm City Brewing Co.,Keene,Kern,NH,Belgian Style Dubbel or Quadrupel,2016,63
1786,Gold,Apricot Wheat,Wiens Brewing Co./Wiens Family Cellars,Temecula,Riverside,CA,Belgian Style Fruit Beer,2016,61
1787,Gold,Hexotic,Two Roads Brewing Co.,Stratford,Kings,CT,Belgian Style Lambic or Sour Ale,2016,74
1788,Gold,Old Split-Foot,Broken Bow Brewery,Tuckahoe,Westchester,NY,Belgian Style Strong Specialty Ale,2016,70
1789,Gold,Allagash Tripel,Allagash Brewing Co.,Portland,Ashley,ME,Belgian Style Tripel,2016,92
1790,Gold,Ommegang Witte Ale,Brewery Ommegang,Cooperstown,Otsego,NY,Belgian Style Witbier,2016,85
1791,Gold,Breakline Bock,Rip Current Brewery,San Marcos,San Diego,CA,Bock,2016,36
1792,Gold,Sweet Ride,Bagby Beer Co.,Oceanside,San Diego,CA,Bohemian Style Pilsener,2016,62
1793,Gold,Touch of Brett,Alesong Brewing & Blending,Eugene,Cole,OR,Brett Beer,2016,53
1794,Gold,FivePine Chocolate Porter,Three Creeks Production,Sisters,Deschutes,OR,Brown Porter,2016,61
1795,Gold,Rocky Mtn Saison,14er Brewing Co.,Denver,Denver,CO,Chili Beer,2016,112
1796,Gold,Chaos,RAM/Big Horn Brewery - Wheeling,Wheeling,Cook,IL,Chocolate Beer,2016,46
1797,Gold,Extra Pale Ale,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Classic English Style Pale Ale,2016,38
1798,Gold,Big Drought Stout,Solid Rock Brewing,Spicewood,#N/A,TX,Classic Irish Style Dry Stout,2016,41
1799,Gold,Achtertuin Seizoen Farmhouse Ale,The Post Brewing Co.,Lafayette,Chambers,CO,Classic Saison,2016,88
1800,Gold,Gusto Crema,Georgetown Brewing Co.,Seattle,King,WA,Coffee Beer,2016,168
1801,Gold,Dortmunder Mifflin,Emmett's Tavern & Brewing Co. - Palatine,Palatine,Cook,IL,Dortmunder or German Style Oktoberfest,2016,46
1802,Gold,The Red Glove,Boxing Bear Brewing Co.,Albuquerque,Bernalillo,NM,Double Red Ale,2016,78
1803,Gold,Tri-Town Brown,Echo Brewing Cask and Barrel,Erie,Boulder,CO,English Style Brown Ale,2016,47
1804,Gold,Gatecrasher,Temperance Beer Co.,Evanston,Cook,IL,English Style India Pale Ale,2016,43
1805,Gold,Workman's Compensation,Lion Bridge Brewing Co.,Cedar Rapids,Linn,IA,English Style Mild Ale,2016,44
1806,Gold,Hometown Blonde,RAM/Big Horn Brewery - Lakewood,Lakewood,Los Angeles,WA,English Style Summer Ale,2016,68
1807,Gold,I Dunkled in My Pants,Figueroa Mountain Brewing - Buellton,Buellton,Santa Barbara,CA,European Style Dark Lager/Munich Style Dunkel,2016,38
1808,Gold,Dry Hopped Systema of Naturae - Scuppernong & Lily,D9 Brewing Co.,Cornelius,Mecklenburg,NC,Experimental Beer,2016,87
1809,Gold,Dirty Frank Stout,River's Edge Brewing Co.,Milford,Lassen,MI,Export Stout,2016,43
1810,Gold,Redfeather,Black Raven Brewing Co.,Redmond,Deschutes,WA,Extra Special Bitter,2016,71
1811,Gold,Imperial Coconut Porter,Maui Brewing Co. - Production,Kihei,#N/A,HI,Field Beer,2016,92
1812,Gold,Melvin IPA,Melvin Brewing - Jackson,Jackson,Clarke,WY,Fresh or Wet Hop Ale,2016,45
1813,Gold,Mexican Spring,515 Brewing Co.,Clive,Polk,IA,Fruit Wheat Beer,2016,84
1814,Gold,Razz-Jerry Tart,BJ's Restaurant & Brewery - Brea,Brea,Orange,CA,Fruited Wood  and Barrel Aged Sour Beer,2016,82
1815,Gold,Little Red Cap,Grimm Brothers Brewhouse,Loveland,Larimer,CO,German Style Altbier,2016,57
1816,Gold,Warning Sign,Rockyard American Grill & Brewing Co.,Castle Rock,Douglas,CO,German Style Doppelbock or Eisbock,2016,29
1817,Gold,Light of Cologne,Ornery Beer Co.,Woodbridge,San Joaquin,VA,German Style Koelsch,2016,111
1818,Gold,Zirkusfest Oktoberfest Lager,Hi-Wire Brewing - Big Top Production Facility,Asheville,Buncombe,NC,German Style Maerzen,2016,79
1819,Gold,Industry,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,German Style Pilsener,2016,115
1820,Gold,General Schwarz,Central Coast Brewing Co.,San Luis Obispo,San Luis Obispo,CA,German Style Schwarzbier,2016,47
1821,Gold,Gose,Reuben's Brews,Seattle,King,WA,German Style Sour Ale,2016,141
1822,Gold,AlpenGlow,Fat Head's Brewery & Saloon,North Olmsted,Cuyahoga,OH,German Style Wheat Ale,2016,33
1823,Gold,Dark Ale,Ground Breaker Brewing,Portland,Ashley,OR,Gluten Free Beer,2016,37
1824,Gold,Kirby,Echo Brewing Co.,Frederick,Weld,CO,Golden or Blonde Ale,2016,115
1825,Gold,NoDajito,NoDa Brewing Co. - Davidson,Charlotte,Clinton,NC,Herb and Spice Beer,2016,114
1826,Gold,Valhalla,El Rancho Brewing,Evergreen,Conecuh,CO,Historical Beer,2016,43
1827,Gold,Jetty Cream Ale,Great South Bay Brewery,Bay Shore,Charlevoix,NY,Honey Beer,2016,64
1828,Gold,Humulus Insani,Uberbrew,Billings,Christian,MT,Imperial India Pale Ale,2016,211
1829,Gold,Paradocs Red Imperial IPA,Raised Grain Brewing Co.,Waukesha,Waukesha,WI,Imperial Red Ale,2016,62
1830,Gold,The Russian,2SP Brewing Co.,Aston,#N/A,PA,Imperial Stout,2016,91
1831,Gold,Highlander Devil's Hump Red Ale,Missoula Brewing Co.,Missoula,Missoula,MT,Irish Style Red Ale,2016,80
1832,Gold,Sunnyside Dweller,Ocelot Brewing,Sterling,Kenai Peninsula,VA,Kellerbier or Zwickelbier,2016,69
1833,Gold,Fünke Hop Farm,Sudwerk Brewing Co.,Davis,Yolo,CA,Mixed Culture Brett Beer,2016,65
1834,Gold,Chuckanut Helles,Chuckanut Brewery,Bellingham,Norfolk,WA,Munich Style Helles,2016,84
1835,Gold,Sless' Oatmeal Stout,Iron Springs Pub & Brewery,Fairfax,Marin,CA,Oatmeal Stout,2016,61
1836,Gold,Irish Walker,Olde Hickory Brewery,Hickory,Graves,NC,Old Ale or Strong Ale,2016,38
1837,Gold,DBA (Double Barrel Ale),Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Ordinary or Special Bitter,2016,39
1838,Gold,Blond,Copper Kettle Brewing Co.,Denver,Denver,CO,Other Belgian Style Ale,2016,31
1839,Gold,Anodyne Wheat Wine,Revolver Brewing,Granbury,Hood,TX,Other Strong Beer,2016,46
1840,Gold,Pump Action Imperial Pumpkin Ale,4 Noses Brewing Co.,Broomfield,Broomfield,CO,Pumpkin Spice Beer,2016,39
1841,Gold,Tabula Rasa Toasted Porter,Second Chance Beer Co.,San Diego,San Diego,CA,Robust Porter,2016,94
1842,Gold,Breakside Rye Curious?,Breakside Brewery,Portland,Ashley,OR,Rye Beer,2016,81
1843,Gold,Real Heavy,Real Ale Brewing Co.,Blanco,San Juan,TX,Scotch Ale,2016,76
1844,Gold,White Street Scottish Ale,White Street Brewing Co.,Wake Forest,Wake,NC,Scottish Style Ale,2016,46
1845,Gold,PSB Session IPL,Perry Street Brewing Co.,Spokane,Concordia,WA,Session Beer,2016,52
1846,Gold,Trump Hands,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,Session India Pale Ale,2016,118
1847,Gold,Raucher,Wolverine State Brewing Co.,Ann Arbor,Washtenaw,MI,Smoke Beer,2016,65
1848,Gold,Windansea Wheat,Karl Strauss Brewing Co. - San Diego,San Diego,San Diego,CA,South German Style Hefeweizen,2016,111
1849,Gold,Campfire Stout,High Water Brewing,Stockton,Baldwin,CA,Specialty Beer,2016,54
1850,Gold,Six Finger Sam Saison,Two Rivers Brewing Co.,Easton,Fresno,PA,Specialty Saison,2016,92
1851,Gold,Chocolate Milk Stout,Boxing Bear Brewing Co.,Albuquerque,Bernalillo,NM,Sweet Stout or Cream Stout,2016,71
1852,Gold,Vienna Lager,Devils Backbone Brewing Co. - Outpost Production Facility,Lexington,Lauderdale,VA,Vienna Style Lager,2016,67
1853,Gold,Drama Queen,Denver Beer Co. - Canworks,Denver,Denver,CO,Wood  and Barrel Aged Beer,2016,66
1854,Gold,Sour Project Ale,Adirondack Pub and Brewery,Lake George,Park,NY,Wood  and Barrel Aged Sour Beer,2016,64
1855,Gold,Silent Warrior,TAPS Fish House and Brewery - Corona,Corona,Riverside,CA,Wood  and Barrel Aged Strong Beer,2016,159
1856,Gold,Barrel-Aged Darkness,Surly Brewing Co.,Brooklyn Center,Hennepin,MN,Wood  and Barrel Aged Strong Stout,2016,131
1857,Silver,Expedition Stout,"Bell's Brewery, Inc",Comstock,Clay,MI,Aged Beer,2016,40
1858,Silver,#4.5 Hops with Saison Added,Brown Truck Brewery,High Point,Hernando,NC,American Belgo Style Ale,2016,70
1859,Silver,Tragedy of the Commons,Iowa Brewing Co.,Cedar Rapids,Linn,IA,American Style Amber Lager or Dark Lager,2016,108
1860,Silver,Better Off Red,Vintage Brewing Co.,Madison,Madison,WI,American Style Amber/Red Ale,2016,114
1861,Silver,Midnight Moonlight,Fat Head's Brewery,Middleburg Heights,Cuyahoga,OH,American Style Black Ale,2016,61
1862,Silver,Upslope Brown Ale,Upslope Brewing Co. - Flatiron Park,Boulder,Boulder,CO,American Style Brown Ale,2016,84
