id,Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
1427,Bronze,Double Aught,Bear Republic Brewing Co.,Healdsburg,Sonoma,CA,Bohemian Style Pilsener,2014,46
1428,Bronze,Power House Porter,Sockeye Brewing,Boise,Ada,ID,Brown Porter,2014,61
1429,Bronze,Sweet Baby Jesus!,DuClaw Brewing Co.,Rosedale,Kern,MD,Chocolate Beer,2014,44
1430,Bronze,Extra Pale Ale,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Classic English Style Pale Ale,2014,33
1431,Bronze,Asphalt Jungle,Bagby Beer Co.,Oceanside,San Diego,CA,Classic Irish Style Dry Stout,2014,26
1432,Bronze,Ascension,Community Beer Co.,Dallas,Marion,TX,Coffee Beer,2014,116
1433,Bronze,Move Back,The Sandlot,Denver,Denver,CO,Dortmunder or German Style Oktoberfest,2014,26
1434,Bronze,Bonanza Brown Ale,Tenaya Creek Brewery,Las Vegas,Clark,NV,English Style Brown Ale,2014,67
1435,Bronze,Burton IPA,Iron Hill Brewery & Restaurant - Media,Media,Henderson,PA,English Style India Pale Ale,2014,39
1436,Bronze,S.S. Minnow Mild Ale,Dry Dock Brewing Co. - South Dock,Aurora,Adams,CO,English Style Mild Ale,2014,40
1437,Bronze,Surfer's Summer Ale,Pelican Brewing Co.,Tillamook,Tillamook,OR,English Style Summer Ale,2014,37
1438,Bronze,Dunkles,Gordon Biersch Brewing Co.,San Jose,Graham,CA,European Style Dunkel,2014,23
1439,Bronze,Black Project #1,Former Future Brewing Co.,Denver,Denver,CO,Experimental Beer,2014,79
1440,Bronze,14° ESB,Bent Paddle Brewing Co.,Duluth,Gwinnett,MN,Extra Special Bitter,2014,71
1441,Bronze,Elektrick Cukumbahh,Trinity Brewing Co.,Colorado Springs,El Paso,CO,Field Beer,2014,46
1442,Bronze,San Quentin's Breakout Stout,Marin Brewing Co.,Larkspur,Marin,CA,Foreign Style Stout,2014,32
1443,Bronze,Saison-Brett,Boulevard Brewing Co.,Kansas City,Wyandotte,MO,French  and Belgian Style Saison,2014,115
1444,Bronze,Acequia IPA,Bosque Brewing Co.,Albuquerque,Bernalillo,NM,Fresh or Wet Hop Ale,2014,34
1445,Bronze,Wasatch Apricot Hefeweizen,Wasatch Brewery,Park City,Lake,UT,Fruit Wheat Beer,2014,65
1446,Bronze,Alt Bier,Devils Backbone Brewing Co. - Basecamp,Roseland,Sonoma,VA,German Style Altbier,2014,33
1447,Bronze,The Regulator,Rahr & Sons Brewing Co.,Fort Worth,Tarrant,TX,German Style Doppelbock or Eisbock,2014,20
1448,Bronze,Canoe Paddler,Leinenkugel Brewing Co.,Chippewa Falls,Chippewa,WI,German Style Kölsch,2014,84
1449,Bronze,Octoberfest,Abita Brewing Co.,Abita Springs,St. Tammany,LA,German Style Märzen,2014,59
1450,Bronze,Tiny Bomb,Wiseacre Brewing Co.,Memphis,Pickens,TN,German Style Pilsener,2014,75
1451,Bronze,Duck-Rabbit Schwarzbier,The Duck-Rabbit Craft Brewery,Farmville,Pitt,NC,German Style Schwarzbier,2014,37
1452,Bronze,Berliner Weiss,Fegley's Brew Works,Allentown,Santa Rosa,PA,German Style Sour Ale,2014,80
1453,Bronze,Saint Arnold Weedwacker,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,German Style Wheat Ale,2014,29
1454,Bronze,Liberation Gluten Free,Shine Brewing Co.,Boulder,Boulder,CO,Gluten Free Beer,2014,20
1455,Bronze,Gold,Heavy Seas Beer,Baltimore,Baltimore (city),MD,Golden or Blonde Ale,2014,90
1456,Bronze,Dawn Patrol Breakfast Stout,Coastal Empire Beer Co.,Savannah,Chatham,GA,Herb and Spice Beer,2014,150
1457,Bronze,Poor Richard's Tavern Spruce,Yards Brewing Co.,Philadelphia,Neshoba,PA,Historical Beer,2014,21
1458,Bronze,Pliny the Elder,Russian River Brewing Co.,Santa Rosa,Pima,CA,Imperial India Pale Ale,2014,135
1459,Bronze,Shark Attack,Port Brewing Co.,San Marcos,San Diego,CA,Imperial Red Ale,2014,62
1460,Bronze,Narwhal Imperial Stout,Sierra Nevada Brewing Co.,Chico,Butte,CA,Imperial Stout,2014,78
1461,Bronze,Sage Fight IPA,Deschutes Brewery,Bend,Tehama,OR,Indigenous/Regional Beer,2014,31
1462,Bronze,The Pupil,Societe Brewing Co.,San Diego,San Diego,CA,International Style Pale Ale,2014,88
1463,Bronze,"""Hydraulion"" Red",Three Notch'd Brewing Co.,Charlottesville,Charlottesville (city),VA,Irish Style Red Ale,2014,60
1464,Bronze,18th Rebellion,Horse Thief Hollow,Chicago,Cook,IL,Kellerbier or Zwickelbier,2014,48
1465,Bronze,Stammtisch Lager,Titletown Brewing Co.,Green Bay,Brown,WI,Munich Style Helles,2014,50
1466,Bronze,Backside Stout,Steamworks Brewing Co.,Durango,La Plata,CO,Oatmeal Stout,2014,55
1467,Bronze,Good Faith,Discretion Brewing,Soquel,Santa Cruz,CA,Old Ale or Strong Ale,2014,32
1468,Bronze,Wisco Disco,Stillmank Brewing Co.,Green Bay,Brown,WI,Ordinary or Special Bitter,2014,38
1469,Bronze,Darth Delirium,Broken Tooth Brewing,Anchorage,Anchorage,AK,Other Belgian Style Ale,2014,26
1470,Bronze,Aphotic Imperial Porter,High Water Brewing,Chico,Butte,CA,Other Strong Beer,2014,43
1471,Bronze,Whole Hog Pumpkin Ale,Stevens Point Brewery,Stevens Point,Portage,WI,Pumpkin Beer,2014,52
1472,Bronze,Peck's Porter,Tapistry Brewing Co.,Bridgman,Berrien,MI,Robust Porter,2014,83
1473,Bronze,Rockchuck Rye,Lander Brewing Co.,Lander,Fremont,WY,Rye Beer,2014,83
1474,Bronze,Highland Marauder,Morgan Territory Brewing,Antioch,Contra Costa,CA,Scotch Ale,2014,47
1475,Bronze,McGreagor Scottish Ale,Kootenai River Brewing Co.,Bonners Ferry,Boundary,ID,Scottish Style Ale,2014,51
1476,Bronze,Mosaic Session Ale,Karl Strauss Brewing Co. - La Jolla,La Jolla,San Diego,CA,Session Beer,2014,94
1477,Bronze,Alaskan Smoked Porter 2013,Alaskan Brewing Co.,Juneau,Juneau,AK,Smoke Beer,2014,55
1478,Bronze,Washout Wheat,Holy City Brewing,Charleston,Franklin,SC,South German Style Hefeweizen,2014,89
1479,Bronze,Nutcase Peanut Butter Porter,Listermann/Triple Digit Brewing Co.,Cincinnati,Appanoose,OH,Specialty Beer,2014,47
1480,Bronze,Blue Moon Honey Grand Cru,Blue Moon Brewing Co.,Denver,Denver,CO,Specialty Honey Beer,2014,56
1481,Bronze,Outlaw Milk Stout,Great Basin Brewing Co. - Reno,Reno,Grady,NV,Sweet Stout or Cream Stout,2014,64
1482,Bronze,VTwin,Motorworks Brewing,Bradenton,Manatee,FL,Vienna Style Lager,2014,48
1483,Bronze,Reintarnation,Ei8ht Ball Brewing,Newport,Jackson,KY,Wood  and Barrel Aged Beer,2014,64
1484,Bronze,"Yazoo Embrace the Funk ""Cherry Deux Rouges""",Yazoo Brewing Co.,Nashville,Howard,TN,Wood  and Barrel Aged Sour Beer,2014,65
1485,Bronze,Buffalo Bock,Minneapolis Town Hall Brewery,Minneapolis,Ottawa,MN,Wood  and Barrel Aged Strong Beer,2014,107
1486,Bronze,Jaguar Shark,Pinthouse Pizza Craft Brewpub,Austin,Lonoke,TX,Wood  and Barrel Aged Strong Stout,2014,109
1487,Gold,Big Deluxe,Ritual Brewing Co.,Redlands,San Bernardino,CA,Aged Beer,2015,38
1488,Gold,Le Freak,Green Flash Brewing Co.,San Diego,San Diego,CA,American Belgo Style Ale,2015,71
1489,Gold,Auburn Lager,Mad Anthony Brewing Co.,Fort Wayne,Allen,IN,American Style Amber Lager,2015,48
1490,Gold,Immersion Amber Ale,Two Beers Brewing Co.,Seattle,King,WA,American Style Amber/Red Ale,2015,94
1491,Gold,Midnight Moonlight,Fat Head's Brewery - N. Olmstead,North Olmsted,Cuyahoga,OH,American Style Black Ale,2015,54
1492,Gold,1623 Almighty Brown Ale,7th Settlement Brewery,Dover,Pope,NH,American Style Brown Ale,2015,85
1493,Gold,Rainier Lager,Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American Style Cream Ale,2015,56
1494,Gold,Lagerithm,Bottle Logic Brewing,Anaheim,Orange,CA,American Style Dark Lager,2015,21
1495,Gold,Chchchch-Cherry Bomb,Melvin Brewing,Jackson,Clarke,WY,American Style Fruit Beer,2015,87
1496,Gold,Revolver IPA,BNS Brewing & Distilling Co.,Santee,San Diego,CA,American Style India Pale Ale,2015,336
1497,Gold,Coors Banquet,Coors Brewing Co.,Golden,Jefferson,CO,American Style Lager or Light Lager,2015,55
1498,Gold,Rocket 100,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,American Style or International Style Pilsener,2015,51
1499,Gold,Monterey St. Pale Ale,Central Coast Brewing Co.,San Luis Obispo,San Luis Obispo,CA,American Style Pale Ale,2015,160
1500,Gold,Savant Blanc,Perennial Artisan Ales,Saint Louis,Gratiot,MO,American Style Sour Ale,2015,86
1501,Gold,Disorder Stout,Barley Brown's Brewpub,Baker City,Baker,OR,American Style Stout,2015,39
1502,Gold,Ratchet Strap IPA,Barley Brown's Beer,Baker City,Baker,OR,American Style Strong Pale Ale,2015,134
1503,Gold,Super 77 Wheat,Wiley Roots Brewing Co.,Greeley,Weld,CO,American Style Wheat Beer,2015,58
1504,Gold,The Big O,O'so Brewing,Plover,Pocahontas,WI,American Style Wheat Beer With Yeast,2015,41
1505,Gold,Cobaltic Porter,Bottle Logic Brewing,Anaheim,Orange,CA,Baltic Style Porter,2015,35
1506,Gold,Fat Hog,Ritual Brewing Co.,Redlands,San Bernardino,CA,Barley Wine Style Ale,2015,56
1507,Gold,Vintage Monks,Adelbert's Brewery,Austin,Lonoke,TX,Belgian  and French Style Ale,2015,47
1508,Gold,Bear Hair,Logboat Brewing Co.,Columbia,Houston,MO,Belgian Style Blonde Ale or Pale Ale,2015,47
1509,Gold,Sanitarium,Bier Brewery and Taproom,Indianapolis,Marion,IN,Belgian Style Dubbel or Quadruple,2015,60
1510,Gold,xReserve Ale 05-15 Peach and Ginger Saison,Saucony Creek Brewing Co.,Kutztown,Berks,PA,Belgian Style Fruit Beer,2015,63
1511,Gold,"Turbulent Consequence, Peche",Block 15,Corvallis,Ravalli,OR,Belgian Style Lambic or Sour Ale,2015,78
1512,Gold,Van Dammit,Jailbreak Brewing Co.,Laurel,Sussex,MD,Belgian Style Strong Specialty Ale,2015,65
1513,Gold,Wild West Tripel,Chicago Brewing Co. - NV,Las Vegas,Clark,NV,Belgian Style Tripel,2015,52
1514,Gold,Allagash White,Allagash Brewing Co.,Portland,Ashley,ME,Belgian Style Witbier,2015,82
1515,Gold,Break Line Bock,Rip Current Brewery,San Marcos,San Diego,CA,Bock,2015,38
1516,Gold,Shower Beer,Champion Brewing Co.,Charlottesville,Charlottesville (city),VA,Bohemian Style Pilsener,2015,62
1517,Gold,(512) Wild Bear,(512) Brewing Co.,Austin,Lonoke,TX,Brett Beer,2015,85
1518,Gold,Disaster at Meux,Lion Bridge Brewing Co.,Cedar Rapids,Linn,IA,Brown Porter,2015,57
1519,Gold,Fire Tiger,Lander Brewing Co.,Lander,Fremont,WY,Chili Beer,2015,79
1520,Gold,The Velvet Hog,TAPS Fish House & Brewery - Corona,Corona,Riverside,CA,Chocolate Beer,2015,65
1521,Gold,Mr. Kite's Pale Ale,Social Kitchen & Brewery,San Francisco,San Francisco,CA,Classic English Style Pale Ale,2015,46
1522,Gold,Stearns Stout,Figueroa Mountain Brewing - Santa Barbara,Santa Barbara,Santa Barbara,CA,Classic Irish Style Dry Stout,2015,36
1523,Gold,Zumbar Chocolate Coffee Imperial Stout,New English Brewing Co.,San Diego,San Diego,CA,Coffee Beer,2015,149
1524,Gold,Oktoberfest,Fort Collins Brewery & Tavern,Fort Collins,Larimer,CO,Dortmunder or German Style Oktoberfest,2015,48
1525,Gold,Bone Head Imperial Red,Fat Head's Brewery,Middleburg Heights,Cuyahoga,OH,Double Red Ale,2015,71
1526,Gold,Red Hydrant Ale,Big Dog's Brewing Co.,Las Vegas,Clark,NV,English Style Brown Ale,2015,72
1527,Gold,Shanghai'd IPA,Old Town Brewing,Portland,Ashley,OR,English Style India Pale Ale,2015,42
1528,Gold,Mild,Brothers Craft Brewing,Harrisonburg,Catahoula,VA,English Style Mild Ale,2015,40
1529,Gold,Beaverton Blonde,Golden Valley Brewery and Pub,McMinnville,Yamhill,OR,English Style Summer Ale,2015,38
1530,Gold,Gigi,Exile Brewing,Des Moines,Polk,IA,European Style Dark/Münchner Dunkel,2015,34
1531,Gold,Mystery Airship Imperial Chocolate Porter,New Helvetia Brewing Co.,Sacramento,Sacramento,CA,Experimental Beer,2015,85
1532,Gold,"Fade to Black, Volume 1",Left Hand Brewing Co.,Longmont,Boulder,CO,Export Stout,2015,39
1533,Gold,The Guilty Party,Gibb's Hundred Brewing Co.,Greensboro,Hale,NC,Extra Special Bitter,2015,67
1534,Gold,"Beets, Rhymes and Life",Fonta Flora Brewery,Morganton,Van Buren,NC,Field Beer,2015,52
1535,Gold,Siren's Lure,Fair Winds Brewing Co.,Lorton,Otoe,VA,French  and Belgian Style Saison,2015,132
1536,Gold,Acequia IPA,Bosque Brewing Co.,Albuquerque,Bernalillo,NM,Fresh or Wet Hop Ale,2015,34
1537,Gold,Magnolia's Peach,BJ's Restaurant & Brewery - Chandler,Chandler,Maricopa,AZ,Fruit Wheat Beer,2015,69
1538,Gold,Copper Alt,Zipline Brewing Co.,Lincoln,Talladega,NE,German Style Altbier,2015,49
1539,Gold,The Regulator,Rahr & Sons Brewing Co.,Fort Worth,Tarrant,TX,German Style Doppelbock or Eisbock,2015,25
1540,Gold,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,Norfolk,WA,German Style Kölsch,2015,111
1541,Gold,Oktoberfest,Rahr & Sons Brewing Co.,Fort Worth,Tarrant,TX,German Style Märzen,2015,65
1542,Gold,Pivo,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,German Style Pilsener,2015,100
1543,Gold,Lobo Negro,Pedernales Brewing Co.,Fredericksburg,Washington,TX,German Style Schwarzbier,2015,37
1544,Gold,Gose,Reuben's Brews Taproom,Seattle,King,WA,German Style Sour Ale,2015,111
1545,Gold,Saint Arnold Weedwacker,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,German Style Wheat Ale,2015,38
1546,Gold,Watchstander Stout,Ghostfish Brewing Co.,Seattle,King,WA,Gluten Free Beer,2015,24
1547,Gold,Sunlight Cream Ale,Sun King Brewing Co.,Indianapolis,Marion,IN,Golden or Blonde Ale,2015,107
1548,Gold,Garden Party,Free State Brewing Co.,Lawrence,McHenry,KS,Herb and Spice Beer,2015,142
1549,Gold,Black Eagle Gratzer,Platform Beer Co.,Cleveland,Blount,OH,Historical Beer,2015,40
1550,Gold,Electric Stinger,The Tap Beer Co.,Bloomington,San Bernardino,IN,Honey Beer,2015,52
1551,Gold,Hop JuJu Imperial IPA,Fat Head's Brewery,Middleburg Heights,Cuyahoga,OH,Imperial India Pale Ale,2015,208
1552,Gold,reDANKulous,Founders Brewing Co.,Grand Rapids,Kent,MI,Imperial Red Ale,2015,35
1553,Gold,Double Negative,Grimm Artisanal Ales,Brooklyn,Conecuh,NY,Imperial Stout,2015,80
1554,Gold,Mai Tai P.A.,Alvarado Street Brewery & Grill,Monterey,Monterey,CA,International Style Pale Ale,2015,75
1555,Gold,TAPS Irish Red,TAPS Fish House & Brewery - Corona,Corona,Riverside,CA,Irish Style Red Ale,2015,70
1556,Gold,STS Pils,Russian River Brewing Co.,Santa Rosa,Pima,CA,Kellerbier or Zwickelbier,2015,45
1557,Gold,Bucket Seat Blonde,Garage Brewing Co. & Pizzeria,Temecula,Riverside,CA,Munich Style Helles,2015,55
1558,Gold,R & R Oatmeal Stout,Beaver Street Brewery,Flagstaff,Coconino,AZ,Oatmeal Stout,2015,73
1559,Gold,Old Scrooge,Silver City Brewery,Bremerton,Kitsap,WA,Old Ale or Strong Ale,2015,39
1560,Gold,DBA (Double Barrel Ale),Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Ordinary or Special Bitter,2015,43
1561,Gold,Spangalang Table Beer,Spangalang Brewery,Denver,Denver,CO,Other Belgian Style Ale,2015,45
1562,Gold,Ursa Minor,McCoy's Public House,Kansas City,Wyandotte,MO,Other Strong Beer,2015,43
1563,Gold,Recalcitrant Dockhand,Black Star Co-op,Austin,Lonoke,TX,Robust Porter,2015,102
1564,Gold,Blitzkrieg Bock,Fat Head's Brewery - Portland,Portland,Ashley,OR,Rye Beer,2015,84
1565,Gold,MacPelican's Wee Heavy Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,Scotch Ale,2015,55
1566,Gold,Copper John Scotch Ale,Madison River Brewing Co.,Belgrade,Stearns,MT,Scottish Style Ale,2015,52
1567,Gold,BJ's LightSwitch Lager,BJ's Restaurant & Brewery - Temple,Temple,Carroll,TX,Session Beer,2015,44
1568,Gold,The Coachman,Societe Brewing Co.,San Diego,San Diego,CA,Session India Pale Ale,2015,161
1569,Gold,Smoked Märzen,49th State Brewing Co.,Denali National Park,#N/A,AK,Smoke Beer,2015,57
1570,Gold,Weißbier,Prost Brewing,Denver,Denver,CO,South German Style Hefeweizen,2015,95
1571,Gold,Hog Cabin,Great South Bay Brewery,Bay Shore,Charlevoix,NY,Specialty Beer,2015,59
1572,Gold,West O CocO,West O Beer,West Okoboji,Dickinson,IA,Sweet Stout or Cream Stout,2015,75
1573,Gold,Vienna Lager,Devils Backbone Brewing Co. - Outpost,Lexington,Lauderdale,VA,Vienna Style Lager,2015,46
1574,Gold,Wild Warehouse,Wander Brewing,Bellingham,Norfolk,WA,Wood  and Barrel Aged Beer,2015,69
1575,Gold,Veritas 015,The Lost Abbey,San Marcos,San Diego,CA,Wood  and Barrel Aged Sour Beer,2015,137
1576,Gold,Melange A Trois,Nebraska Brewing Co.,La Vista,Sarpy,NE,Wood  and Barrel Aged Strong Beer,2015,179
1577,Gold,Ctayt,AC Golden Brewing Co.,Golden,Jefferson,CO,Wood  and Barrel Aged Strong Stout,2015,128
1578,Silver,Sasquatch 2014,903 Brewers,Sherman,Sangamon,TX,Aged Beer,2015,38
1579,Silver,Summer Saison,Blackberry Farm Brewery,Walland,Blount,TN,American Belgo Style Ale,2015,71
1580,Silver,Karbachtoberfest,Karbach Brewing Co.,Houston,Matanuska-Susitna,TX,American Style Amber Lager,2015,48
1581,Silver,Proletariat Red,Lompoc Brewing - The 5th Quadrant,Portland,Ashley,OR,American Style Amber/Red Ale,2015,94
1582,Silver,Singularity,Karl Strauss Brewing Co. - Costa Mesa,Costa Mesa,Orange,CA,American Style Black Ale,2015,54
1583,Silver,Rapture Fusion Brown Ale,Rabbit Hole Brewing,Justin,Denton,TX,American Style Brown Ale,2015,85
1584,Silver,Olympia,Pabst Brewing Co.,Los Angeles,Los Angeles,CA,American Style Cream Ale,2015,56
1585,Silver,Lighter Than I Look,Figueroa Mountain Brewing - Arroyo Grande,Arroyo Grande,San Luis Obispo,CA,American Style Dark Lager,2015,21
1586,Silver,Rasplendent,Mazama Brewing Co.,Corvallis,Ravalli,OR,American Style Fruit Beer,2015,87
1587,Silver,Pernicious IPA,Wicked Weed Brewing - Candler,Candler,Marion,NC,American Style India Pale Ale,2015,336
1588,Silver,Summer Siesta Mexican Lager,Lone Tree Brewing Co.,Lone Tree,Douglas,CO,American Style Lager or Light Lager,2015,55
1589,Silver,Mexican Logger,SKA Brewing,Durango,La Plata,CO,American Style or International Style Pilsener,2015,51
1590,Silver,Hoppy Palm,Track 7 Brewing Co. - Natomas,Sacramento,Sacramento,CA,American Style Pale Ale,2015,160
1591,Silver,Ensorcelled,The Rare Barrel,Berkeley,Alameda,CA,American Style Sour Ale,2015,86
1592,Silver,Black Cliffs,Boise Brewing,Boise,Ada,ID,American Style Stout,2015,39
1593,Silver,Via Chicago,CODA Brewing Co.,Aurora,Adams,CO,American Style Strong Pale Ale,2015,134
1594,Silver,Whacked Out Wheat,Telluride Brewing Co.,Telluride,San Miguel,CO,American Style Wheat Beer,2015,58
1595,Silver,WeldWerks Hefeweizen,WeldWerks Brewing Co.,Greeley,Weld,CO,American Style Wheat Beer With Yeast,2015,41
1596,Silver,Double Porter,Bemidji Brewing Co.,Bemidji,Beltrami,MN,Baltic Style Porter,2015,35
1597,Silver,Statik,Brewery Rickoli,Wheat Ridge,Jefferson,CO,Barley Wine Style Ale,2015,56
1598,Silver,Grisette,Sly Fox Brewing Co.,Pottstown,Montgomery,PA,Belgian  and French Style Ale,2015,47
1599,Silver,Bleek Worden,Prison City Brewing,Auburn,Lee,NY,Belgian Style Blonde Ale or Pale Ale,2015,47
1600,Silver,Dubbel Entendre,River's Edge Brewing Co.,Milford,Lassen,MI,Belgian Style Dubbel or Quadruple,2015,60
1601,Silver,Kumquat Saison,Smog City Brewing,Torrance,Los Angeles,CA,Belgian Style Fruit Beer,2015,63
1602,Silver,Feral One,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Belgian Style Lambic or Sour Ale,2015,78
1603,Silver,The Cannibal,Iron Hill Brewery & Restaurant - Chestnut Hill,Philadelphia,Neshoba,PA,Belgian Style Strong Specialty Ale,2015,65
1604,Silver,Allagash Tripel,Allagash Brewing Co.,Portland,Ashley,ME,Belgian Style Tripel,2015,52
1605,Silver,White Rascal,Avery Brewing Co.,Boulder,Boulder,CO,Belgian Style Witbier,2015,82
1606,Silver,Rock Out with Maibock Out,Hailstorm Brewing Co.,Tinley Park,Cook,IL,Bock,2015,38
1607,Silver,Bohemian Pilsner,von Trapp Brewing,Stowe,Montgomery,VT,Bohemian Style Pilsener,2015,62
1608,Silver,Red Swingline IPA Primitif,Trinity Brewing,Colorado Springs,El Paso,CO,Brett Beer,2015,85
1609,Silver,Peter Brown Tribute Ale,Bear Republic Brewing Co. - Factory 5,Cloverdale,Lauderdale,CA,Brown Porter,2015,57
1610,Silver,Heir Apparent,Lickinghole Creek Craft Brewery,Goochland,Goochland,VA,Chili Beer,2015,79
1611,Silver,El Toro Coco Chocolate Stout,El Toro Brewing Co.,Morgan Hill,Santa Clara,CA,Chocolate Beer,2015,65
1612,Silver,India Pale Ale,Arcadia Brewing Co.,Kalamazoo,Kalamazoo,MI,Classic English Style Pale Ale,2015,46
1613,Silver,Dragoon's Dry Irish Stout,Moylan's Brewery & Restaurant,Novato,Marin,CA,Classic Irish Style Dry Stout,2015,36
1614,Silver,Mocha Machine,Beachwood BBQ & Brewing,Long Beach,Los Angeles,CA,Coffee Beer,2015,149
1615,Silver,Longboard Island Lager,Craft Brew Alliance - Kona Brewery,Kailua Kona,#N/A,HI,Dortmunder or German Style Oktoberfest,2015,48
1616,Silver,Toaster Pastry,21st Amendment Brewery,San Leandro,Alameda,CA,Double Red Ale,2015,71
1617,Silver,No Name,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,English Style Brown Ale,2015,72
1618,Silver,Monumental IPA,Port City Brewing Co.,Alexandria,Calhoun,VA,English Style India Pale Ale,2015,42
1619,Silver,Summer Porter,Fort Point Beer Co.,San Francisco,San Francisco,CA,English Style Mild Ale,2015,40
1620,Silver,Cream Ale,Newburgh Brewing Co.,Newburgh,Warrick,NY,English Style Summer Ale,2015,38
1621,Silver,Fearless Youth,Grimm Brothers Brewhouse,Loveland,Larimer,CO,European Style Dark/Münchner Dunkel,2015,34
1622,Silver,Melt My Brain,Short's Brewing Co.,Elk Rapids,Antrim,MI,Experimental Beer,2015,85
1623,Silver,Black Rock Stout,Crossroads Brewing Co.,Athens,Limestone,NY,Export Stout,2015,39
1624,Silver,14° ESB,Bent Paddle Brewing Co.,Duluth,Gwinnett,MN,Extra Special Bitter,2015,67
1625,Silver,Window Seat Coconut Almond Porter,Baxter Brewing Co.,Auburn,Lee,ME,Field Beer,2015,52
1626,Silver,Daily Wages,Brasserie Saint James,Reno,Grady,NV,French  and Belgian Style Saison,2015,132
1627,Silver,Fresh Hop Superpower IPA,Comrade Brewing Co.,Denver,Denver,CO,Fresh or Wet Hop Ale,2015,34
1628,Silver,"You're My Boy, Blue!",Brew Bus Brewing,Tampa,Hillsborough,FL,Fruit Wheat Beer,2015,69
1629,Silver,Generation Alt,Flix Brewhouse - Indy,Carmel,Hamilton,IN,German Style Altbier,2015,49
1630,Silver,Procrastinator Doppelbock,Fitger's Brewhouse,Duluth,Gwinnett,MN,German Style Doppelbock or Eisbock,2015,25
1631,Silver,Colorado Kölsch,Steamworks Brewing Co.,Durango,La Plata,CO,German Style Kölsch,2015,111
1632,Silver,Antonius 1742 Oktoberfest,Thr3e Wise Men Brewing Co.,Indianapolis,Marion,IN,German Style Märzen,2015,65
1633,Silver,Pilsner,pFriem Family Brewers,Hood River,Hood River,OR,German Style Pilsener,2015,100
1634,Silver,Black Knight,Fat Head's Brewery - N. Olmstead,North Olmsted,Cuyahoga,OH,German Style Schwarzbier,2015,37
1635,Silver,Volkssekt,Bend Brewing Co.,Bend,Tehama,OR,German Style Sour Ale,2015,111
1636,Silver,Weizenbock,Kansas City Bier Co.,Kansas City,Wyandotte,MO,German Style Wheat Ale,2015,38
1637,Silver,IPA No. 5,Ground Breaker Brewing,Portland,Ashley,OR,Gluten Free Beer,2015,24
1638,Silver,Boxcar Blonde Ale,Heroes Restaurant and Brewery,Riverside,St. Clair,CA,Golden or Blonde Ale,2015,107
1639,Silver,Allergeez,Panther Island Brewing Co.,Fort Worth,Tarrant,TX,Herb and Spice Beer,2015,142
1640,Silver,Dortmunder Adambier,Blue Pants Brewery,Madison,Madison,AL,Historical Beer,2015,40
1641,Silver,Honey Chamomile Wheat,Nexus Brewery,Albuquerque,Bernalillo,NM,Honey Beer,2015,52
1642,Silver,Eazy Duz It IIPA,Laurelwood Public House and Brewery,Portland,Ashley,OR,Imperial India Pale Ale,2015,208
1643,Silver,Wreak Havoc,Bootstrap Brewing Co.,Niwot,Boulder,CO,Imperial Red Ale,2015,35
1644,Silver,Russian Imperial Stout,Iron Hill Brewery & Restaurant - Lancaster,Lancaster,Los Angeles,PA,Imperial Stout,2015,80
1645,Silver,Rain Delay IPA,JAFB Wooster Brewery,Wooster,Faulkner,OH,International Style Pale Ale,2015,75
1646,Silver,Johnny Blood Red,Titletown Brewing Co.,Green Bay,Brown,WI,Irish Style Red Ale,2015,70
1647,Silver,TAPS Kellerbier,TAPS Fish House & Brewery - Brea,Brea,Orange,CA,Kellerbier or Zwickelbier,2015,45
1648,Silver,Long Goodbye,Ahnapee Brewery,Algoma,Bonner,WI,Munich Style Helles,2015,55
1649,Silver,Scripps Pier Stout,South Park Brewing - CA,San Diego,San Diego,CA,Oatmeal Stout,2015,73
1650,Silver,Innsmouth Olde Ale,Narragansett Brewing Co.,Providence,Marengo,RI,Old Ale or Strong Ale,2015,39
1651,Silver,Spitfire Best Bitter,Flyers Restaurant and Brewery,Oak Harbor,Ottawa,WA,Ordinary or Special Bitter,2015,43
1652,Silver,Summer Rye Ale,Mayflower Brewing Co.,Plymouth,Amador,MA,Other Belgian Style Ale,2015,45
1653,Silver,Humboldt Brownie,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Other Strong Beer,2015,43
1654,Silver,Pumpkin Grinder,Mankato Brewery,Mankato,Jewell,MN,Pumpkin Beer,2015,56
1655,Silver,Porter,Port City Brewing Co.,Alexandria,Calhoun,VA,Robust Porter,2015,102
1656,Silver,Concrete Dinosaur,Right Brain Brewery,Traverse City,Grand Traverse,MI,Rye Beer,2015,84
1657,Silver,Black Lagoon Scottish Strong,Rip Current Brewery,San Marcos,San Diego,CA,Scotch Ale,2015,55
